system:time_start,sumArea
"Dec 1, 2015",
"Dec 1, 2016","71,466.269"
"Jan 1, 2017","66,657.454"
"Feb 1, 2017","64,142.079"
"Oct 1, 2017","49,197.799"
"Nov 1, 2017","48,236.012"
"Dec 1, 2017","48,827.855"
"Jan 1, 2018","51,639.188"
"Feb 1, 2018","55,560.251"
"Mar 1, 2018","51,195.301"
"Oct 1, 2018","47,348.261"
"Nov 1, 2018","47,200.265"
"Jan 1, 2019","9,617.631"
"Feb 1, 2019","10,431.439"
"Mar 1, 2019","15,166.311"
"Jan 1, 2020","10,209.487"
"Feb 1, 2020","13,168.766"
"Mar 1, 2020","16,350.025"
